step_0,step_1,0_n0,0_n1,1_n1,1_n2,1_n3
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P00441, SOD1
UniProtKB:P01138, NGF
UniProtKB:P01375, TNF","CHEMBL.COMPOUND:CHEMBL3321993, (2S)-2-[[(2S,3R)-2-Azaniumyl-3-hydroxybutanoyl]amino]-3-phenylpropanoate"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P00374, DHFR
UniProtKB:P01138, NGF
UniProtKB:P01375, TNF","CHEMBL.COMPOUND:CHEMBL83, Tamoxifen"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P00441, SOD1
UniProtKB:P01138, NGF
UniProtKB:P01375, TNF","CHEMBL.COMPOUND:CHEMBL1234886, Oxygen"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P01138, NGF
UniProtKB:P01210, PENK
UniProtKB:P01375, TNF","CHEMBL.COMPOUND:CHEMBL291278, N-Methyl-D-aspartic acid"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P01138, NGF
UniProtKB:P01210, PENK
UniProtKB:P01375, TNF","CHEMBL.COMPOUND:CHEMBL384467, Dexamethasone"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P00441, SOD1
UniProtKB:P01138, NGF
UniProtKB:P01375, TNF",RXNORM:1426381
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P00441, SOD1
UniProtKB:P01138, NGF
UniProtKB:P42574, CASP3","CHEMBL.COMPOUND:CHEMBL1201753, Pitavastatin"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P01138, NGF
UniProtKB:P01210, PENK
UniProtKB:P01375, TNF",VANDF:4017424
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P01138, NGF
UniProtKB:P01210, PENK
UniProtKB:P01375, TNF",CHEMBL.COMPOUND:CHEMBL1201670
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P00441, SOD1
UniProtKB:P01210, PENK
UniProtKB:P01375, TNF","MESH:D012322, RNA Precursors"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P01138, NGF
UniProtKB:P01210, PENK
UniProtKB:P01375, TNF","CHEMBL.COMPOUND:CHEMBL1200330, Schembl21643740"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P01138, NGF
UniProtKB:P01210, PENK
UniProtKB:P01375, TNF","CHEMBL.COMPOUND:CHEMBL105867, N-Acetylsphingosine"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P00441, SOD1
UniProtKB:P01138, NGF
UniProtKB:P01375, TNF","CHEBI:22586, antioxidant"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P01138, NGF
UniProtKB:P01375, TNF
UniProtKB:P49638, TTPA","MESH:D000305, Adrenal Cortex Hormones"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P00441, SOD1
UniProtKB:P01138, NGF
UniProtKB:P01375, TNF","CHEMBL.COMPOUND:CHEMBL3351088, [5-(3-Dodecanoyloxytetradecanoylamino)-6-[6-hydroxy-5-(3-hydroxytetradecanoylamino)-4-(3-hydroxytetradecanoyloxy)oxan-2-yl]oxy-2-(hydroxymethyl)-4-(3-tetradecanoyloxytetradecanoyloxy)oxan-3-yl]oxyphosphonic acid"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P00441, SOD1
UniProtKB:P42898, MTHFR
UniProtKB:Q12882, DPYD","MESH:D002244, Carbon"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P01138, NGF
UniProtKB:P01375, TNF
UniProtKB:Q12882, DPYD","CHEMBL.COMPOUND:CHEMBL6, Indomethacin"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P00441, SOD1
UniProtKB:P01138, NGF
UniProtKB:P42898, MTHFR","CHEMBL.COMPOUND:CHEMBL42, Clozapine"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P01138, NGF
UniProtKB:P01375, TNF
UniProtKB:P42898, MTHFR","CHEMBL.COMPOUND:CHEMBL920, Choline"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P00441, SOD1
UniProtKB:P01138, NGF
UniProtKB:P01375, TNF",CHEBI:52214
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:O43272, PRODH
UniProtKB:P01375, TNF
UniProtKB:Q12882, DPYD","CHEMBL.COMPOUND:CHEMBL352418, Hydroxyproline"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P01138, NGF
UniProtKB:P01210, PENK
UniProtKB:P01375, TNF","CHEMBL.COMPOUND:CHEMBL279115, Phorbol 12-myristate 13-acetate"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P00374, DHFR
UniProtKB:P42898, MTHFR
UniProtKB:Q12882, DPYD","CHEMBL.COMPOUND:CHEMBL185, 5-Fluorouracil"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D009422, nervous system disorder","MESH:D006760, Hospitalization","MESH:D009422, nervous system disorder","MONDO:0005071, nervous system disorder","UniProtKB:P01138, NGF
UniProtKB:P01210, PENK
UniProtKB:P01375, TNF","CHEMBL.COMPOUND:CHEMBL440464, 3-(1-Methylpyrrolidin-2-yl)pyridine"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:O14558, HSPB6
UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL316966, Cyclic AMP"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:O14558, HSPB6
UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2","CHEMBL.COMPOUND:CHEMBL2146121, CALCIUM"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:O14558, HSPB6
UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","MESH:D034741, Bevasiranib"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:O14558, HSPB6
UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2",MESH:Q000819
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL1807688, (2S)-1-[(2S)-2-[[(2S)-2-Aminopropanoyl]amino]-3-methylbutanoyl]pyrrolidine-2-carboxylic acid"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:O14558, HSPB6
UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL2369717, (2S)-2-[[(2S)-4-Amino-2-[[(2S)-2-[[(2S,3R)-2-[[(2S)-2-[[16-[(2S)-2-[[(2S)-5-amino-1-[[(2S,3S)-1-[[(2S,3S)-1-[[(2S)-1-[[(1S)-1-carboxy-2-(1H-indol-3-yl)ethyl]amino]-4-methyl-1-oxopentan-2-yl]amino]-3-hydroxy-1-oxobutan-2-yl]amino]-3-methyl-1-oxopentan-2-yl]amino]-1,5-dioxopentan-2-yl]carbamoyl]pyrrolidin-1-yl]-16-oxohexadecanoyl]amino]-3-hydroxypropanoyl]amino]-3-hydroxybutanoyl]amino]-4-methylpentanoyl]amino]-4-oxobutanoyl]amino]-3-phenylpropanoic acid"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",MESH:D011401
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:O14558, HSPB6
UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL434, Isoproterenol"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL196228, Epitestosterone"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2
UniProtKB:Q96AD5, PNPLA2","CHEMBL.COMPOUND:CHEMBL3343985, Trilinolein"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL384467, Dexamethasone"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2
UniProtKB:Q92887, ABCC2
UniProtKB:Q96AD5, PNPLA2","CHEMBL.COMPOUND:CHEMBL1098659, Hydron;hydroxide"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA",VANDF:4021850
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",MESH:D024363
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q96AD5, PNPLA2","CHEMBL.COMPOUND:CHEMBL986, Retinol"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL481, Irinotecan"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",CHEMBL.COMPOUND:CHEMBL2074977
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL220492, Topiramate"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL135, Estradiol"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL165, Resveratrol"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:O14558, HSPB6
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",MESH:D010957
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2",MESH:Q000037
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P16615, ATP2A2
UniProtKB:Q92887, ABCC2
UniProtKB:Q96AD5, PNPLA2","CHEBI:15378, Hydron"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL438945, Human Neuropeptide Y"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2",CHEMBL.COMPOUND:CHEMBL2109588
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL25, Aspirin"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:P55084, HADHB","CHEMBL.COMPOUND:CHEMBL71595, CID 22326046"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL577, Enalaprilat"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL389621, Hydrocortisone"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","MESH:D018076, DNA, Complementary"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2","CHEMBL.COMPOUND:CHEMBL1525298, Diethylstilbestrol dipropionate"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL1064, Simvastatin"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA",CHEBI:35225
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA",RXNORM:1314330
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:P55084, HADHB
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL941, Imatinib"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL1236189, Arsenous acid"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:P55084, HADHB
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL83, Tamoxifen"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",MESH:D024506
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",MESH:D020218
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",RXNORM:3100
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA",VANDF:4017424
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:O14558, HSPB6
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",UMLS:C0596973
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL1200574, Sodium chloride"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL70, Morphine"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA",CHEMBL.COMPOUND:CHEMBL2107857
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",UMLS:C0304402
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:P55084, HADHB","CHEMBL.COMPOUND:CHEMBL1280, Einecs 245-579-2"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL1543, Glutathione"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",VANDF:4021759
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:P16615, ATP2A2
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL14249, Adenosine-5'-triphosphate"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL408403, Angiotensin II"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL1487, Atorvastatin"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL4071382, [(4S,6S,7R,8S)-11-Amino-7-methoxy-12-methyl-10,13-dioxo-2,5-diazatetracyclo[7.4.0.02,7.04,6]tridec-11-en-8-yl]methyl carbamate"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2",CHEBI:52214
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P08913, ADRA2A
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL1513, Irbesartan"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA
UniProtKB:P55084, HADHB","CHEMBL.COMPOUND:CHEMBL1139, Epoprostenol"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P01019, AGT
UniProtKB:P15692, VEGFA","CHEMBL.COMPOUND:CHEMBL452715, (2S)-2-Azaniumyl-3-[hydroxy(nitroso)amino]propanoate"
"icees-dili:MESH:D006760, Hospitalization","arax:MESH:D006331, heart disease","MESH:D006760, Hospitalization","MESH:D006331, heart disease","MONDO:0005267, heart disease","UniProtKB:P15692, VEGFA
UniProtKB:Q92887, ABCC2","CHEMBL.COMPOUND:CHEMBL111, Rimonabant"
